Product Name,Brand,Category Type,MRP (Maximum Retail Price),Discounted Price / Sale Price,Rating,Number of Reviews,Product URL
Women Skater Orange Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Unknown,1849,473,4.1,22,https://www.flipkart.com/tokyo-talkies-women-skater-orange-above-knee-mid-thigh-length-dress/p/itm43952268b372c
Women Maxi Brown Full Length Dress,Oniyuri,Maxi,2999,869,4.1,30,https://www.flipkart.com/oniyuri-women-maxi-brown-full-length-dress/p/itm90bf61ea2e209
Women Bodycon Purple Midi/Calf Length Dress,Rosery Paris,Midi,2499,615,4,82,https://www.flipkart.com/rosery-paris-women-bodycon-purple-midi-calf-length-dress/p/itmaff04745586a0
Women Maxi Pink Midi/Calf Length Dress,Runicha,Maxi,1699,483,4,12,https://www.flipkart.com/runicha-women-maxi-pink-midi-calf-length-dress/p/itm9121d2cfa4515
Women A-line Multicolor Maxi/Full Length Dress,Omi,Maxi,1999,414,3.5,2,https://www.flipkart.com/tiara-world-women-a-line-pink-maxi-full-length-dress/p/itm7fb3f259ff007
Women Fit and Flare Black Maxi/Full Length Dress,Kalki Fashion,Maxi,999,455,3.8,15,https://www.flipkart.com/kalki-fashion-women-fit-flare-black-maxi-full-length-dress/p/itm6baecfd0569e5
Women Fit and Flare Multicolor Maxi/Full Length Dress,Emeros,Maxi,2199,699,4,97,https://www.flipkart.com/emeros-women-fit-flare-multicolor-maxi-full-length-dress/p/itm5da6166e7363f
Women A-line Beige Below Knee Dress,Aayu,A-line,1999,489,4,372,https://www.flipkart.com/aayu-women-a-line-beige-below-knee-dress/p/itm696675d02966b
Women Bodycon Maroon Above Knee/Mid Thigh Length Dress,Ketch,Bodycon,999,200,4.3,29,https://www.flipkart.com/ketch-women-bodycon-maroon-above-knee-mid-thigh-length-dress/p/itmc7aee19563348
Women Fit and Flare Purple Knee Length Dress,Jiyakurti,Fit and Flare,1199,288,3.8,41,https://www.flipkart.com/sumertex-women-fit-flare-brown-knee-length-dress/p/itm775d46c8bd6e9
Women Maxi Pink Midi/Calf Length Dress,Sassafras,Maxi,1999,719,4.2,18,https://www.flipkart.com/sassafras-women-maxi-pink-midi-calf-length-dress/p/itmdbcff0a0635c3
"Women A-line Pink, Black, Multicolor Ankle Length Dress",Leetos,A-line,1400,398,3.7,44,https://www.flipkart.com/leetos-women-a-line-pink-black-multicolor-ankle-length-dress/p/itm9e7869de4e1fa
Women Bodycon Multicolor Maxi/Full Length Dress,Tandul,Maxi,1499,451,4.1,8,https://www.flipkart.com/tandul-women-bodycon-multicolor-maxi-full-length-dress/p/itm73a7a48c3cf14
"Women A-line Beige, Brown Midi/Calf Length Dress",Aayu,Midi,1499,398,4,2310,https://www.flipkart.com/aayu-women-a-line-beige-brown-midi-calf-length-dress/p/itm01663ffa362a8
Women Ethnic Dress Orange Below Knee Dress,Harivani,Unknown,2199,307,3.8,0,https://www.flipkart.com/bdree-women-fit-flare-orange-midi-calf-length-dress/p/itm8c99ffbbb0c7b
Women Gathered Green Midi/Calf Length Dress,Labhanshi Creation,Midi,1999,419,4,0,https://www.flipkart.com/celebravo-women-a-line-multicolor-midi-calf-length-dress/p/itmcbfe960b94913
Women A-line Brown Below Knee Dress,Lookshine,A-line,1999,398,4.2,3,https://www.flipkart.com/lookshine-women-a-line-brown-below-knee-dress/p/itm65e1b0bf567c7
Women A-line White Above Knee/Mid Thigh Length Dress,Janasya,A-line,1999,599,3.9,1,https://www.flipkart.com/janasya-women-a-line-multicolor-above-knee-mid-thigh-length-dress/p/itmb265a2b713e26
Women Gown Purple Maxi/Full Length Dress,Jahu Mart,Maxi,1999,358,4,232,https://www.flipkart.com/jahu-mart-women-gown-purple-maxi-full-length-dress/p/itma46ace0fde491
Women Gown Black Maxi/Full Length Dress,Shrivani,Maxi,1499,394,4,43,https://www.flipkart.com/shrivani-women-gown-black-maxi-full-length-dress/p/itm98259d1152fb0
Women Fit and Flare Beige Below Knee Dress,Mialo Fashion,Fit and Flare,1899,417,4,49,https://www.flipkart.com/mialo-fashion-women-fit-flare-beige-below-knee-dress/p/itm54432612a57d7
Women A-line Pink Midi/Calf Length Dress,Pahnaava,Midi,1499,400,0,0,https://www.flipkart.com/pahnaava-women-a-line-pink-midi-calf-length-dress/p/itm4cc7dc2a6c370
Women A-line Beige Knee Length Dress,Selvia,A-line,2030,329,3.7,5,https://www.flipkart.com/selvia-women-a-line-beige-knee-length-dress/p/itmc2e60391759e0
Women Kaftan Multicolor Knee Length Dress,Kotton Maxx,Kaftan,1299,388,3.9,184,https://www.flipkart.com/kalasia-women-kaftan-multicolor-knee-length-dress/p/itm3c88a74c0bcd4
Women Fit and Flare Yellow Maxi/Full Length Dress,Aayu,Maxi,2599,746,4,135,https://www.flipkart.com/aayu-women-fit-flare-yellow-maxi-full-length-dress/p/itmc13b1fe1e3990
Women Fit and Flare Orange Midi/Calf Length Dress,Janasya,Midi,2999,799,3.8,49,https://www.flipkart.com/janasya-women-fit-flare-orange-midi-calf-length-dress/p/itm44a7f42df7ee6
"Women A-line White, Black Knee Length Dress",Lahaba,A-line,1600,307,3.7,18,https://www.flipkart.com/lahaba-women-a-line-white-black-knee-length-dress/p/itm510baa3445c80
Women Gown Pink Midi/Calf Length Dress,Runicha,Midi,1699,483,5,0,https://www.flipkart.com/runicha-women-gown-pink-midi-calf-length-dress/p/itme49f9596dce41
Women Bodycon Maroon Midi/Calf Length Dress,Elitestar,Midi,1699,483,0,0,https://www.flipkart.com/london-belly-women-bodycon-maroon-midi-calf-length-dress/p/itmb4477aa4ed6b7
Women Asymmetric Red Midi/Calf Length Dress,Tokyo Talkies,Midi,1399,429,4.1,72,https://www.flipkart.com/tokyo-talkies-women-asymmetric-red-midi-calf-length-dress/p/itmb46518c8577a7
Women Maxi Multicolor Full Length Dress With Mask,Rudraaksha,Maxi,1999,410,3.9,9511,https://www.flipkart.com/rudraaksha-women-maxi-multicolor-full-length-dress-mask/p/itma049ef713982e
Women Gown Multicolor Maxi/Full Length Dress,Otabu,Maxi,1999,336,4,92,https://www.flipkart.com/zwerlon-women-a-line-black-maxi-full-length-dress/p/itm2e37f6a73c4fb
Women Fit and Flare Purple Knee Length Dress,Florinest,Fit and Flare,1099,485,3.7,7,https://www.flipkart.com/florinest-women-fit-flare-purple-knee-length-dress/p/itmfac21bd7e8776
Women Skater Pink Above Knee/Mid Thigh Length Dress,Ketch,Unknown,1599,320,4.2,4,https://www.flipkart.com/ketch-women-skater-pink-above-knee-mid-thigh-length-dress/p/itm81e715c18d5a6
Women Bodycon Pink Midi/Calf Length Dress,Fabverse,Midi,999,427,3.6,0,https://www.flipkart.com/fabverse-women-bodycon-pink-midi-calf-length-dress/p/itmdb74f0aec7348
Women Skater Multicolor Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Unknown,2349,507,3.9,4,https://www.flipkart.com/tokyo-talkies-women-skater-multicolor-above-knee-mid-thigh-length-dress/p/itm2a476ef25d64e
Women A-line Maroon Maxi/Full Length Dress,Metronaut,Maxi,2599,626,3.9,0,https://www.flipkart.com/metronaut-women-a-line-maroon-maxi-full-length-dress/p/itma99877024d55b
Women Fit and Flare Pink Midi/Calf Length Dress,Demirner,Midi,1999,500,4,60,https://www.flipkart.com/demirner-women-fit-flare-pink-midi-calf-length-dress/p/itm0fe55d11d1483
Women Bodycon Black Above Knee/Mid Thigh Length Dress,Sana Fashions,Bodycon,786,392,3.9,199,https://www.flipkart.com/sana-fashions-women-bodycon-black-above-knee-mid-thigh-length-dress/p/itm2ce1cfd55f154
Women A-line White Midi/Calf Length Dress,Globus,Midi,2299,1338,3.1,0,https://www.flipkart.com/globus-women-a-line-white-midi-calf-length-dress/p/itm3e83e57f15bf2
Women A-line Purple Ankle Length Dress,Ozex,A-line,1999,367,4,633,https://www.flipkart.com/ozex-women-a-line-purple-ankle-length-dress/p/itm57d8a02f711d0
Women Fit and Flare Blue Maxi/Full Length Dress,Kalki Fashion,Maxi,999,455,3.9,21,https://www.flipkart.com/kalki-fashion-women-fit-flare-blue-maxi-full-length-dress/p/itm244bea55f0075
Women A-line Dark Blue Above Knee/Mid Thigh Length Dress,Dressberry,A-line,2299,666,4,12,https://www.flipkart.com/dressberry-women-a-line-dark-blue-above-knee-mid-thigh-length-dress/p/itm5acd15a038728
Women Fit and Flare Maroon Knee Length Dress,Athena,Fit and Flare,2499,894,3.8,0,https://www.flipkart.com/athena-women-fit-flare-maroon-knee-length-dress/p/itmc3d4d00a82214
"Women Fit and Flare Dark Blue, White Midi/Calf Length Dress",Sheladiya,Midi,2599,386,4.1,1127,https://www.flipkart.com/sheladiya-women-fit-flare-dark-blue-white-midi-calf-length-dress/p/itmb635eda702568
Women Skater Pink Above Knee/Mid Thigh Length Dress,Aayu,Unknown,1599,426,4,78,https://www.flipkart.com/aayu-women-skater-pink-above-knee-mid-thigh-length-dress/p/itm084e277f6e22a
Women Wrap Red Midi/Calf Length Dress,Sassafras,Midi,2399,863,3.9,8,https://www.flipkart.com/sassafras-curve-women-wrap-red-midi-calf-length-dress/p/itm9d8e4132c1b32
"Women Fit and Flare Dark Blue, Gold Ankle Length Dress",Manisukmi Fashion,Fit and Flare,1599,310,3.8,192,https://www.flipkart.com/manisukmi-fashion-women-fit-flare-dark-blue-gold-ankle-length-dress/p/itm3836d3b55abba
Women Bodycon Purple Knee Length Dress,Rigo,Bodycon,1499,453,3.9,6,https://www.flipkart.com/rigo-women-bodycon-purple-knee-length-dress/p/itmae04b75801a92
Women Fit and Flare Purple Knee Length Dress,Nwh,Fit and Flare,499,417,4.2,7,https://www.flipkart.com/nwh-women-fit-flare-multicolor-knee-length-dress/p/itmfd6aeee085937
Women Fit and Flare Multicolor Maxi/Full Length Dress,Zopdi,Maxi,1999,373,4.1,503,https://www.flipkart.com/zopdi-women-fit-flare-multicolor-maxi-full-length-dress/p/itm87c495c2f6d2c
Women Fit and Flare Grey Maxi/Full Length Dress,Daevish,Maxi,2499,439,4.2,30,https://www.flipkart.com/glamalue-women-fit-flare-white-maxi-full-length-dress/p/itm96e568220d443
Women Skater Dark Blue Maxi/Full Length Dress,Bhawana print,Maxi,1999,292,4.1,162,https://www.flipkart.com/bhawanaprint-women-skater-dark-blue-maxi-full-length-dress/p/itm9d490bc9ddfa8
Women Bodycon Maroon Midi/Calf Length Dress,Elitestar,Midi,1999,373,0,0,https://www.flipkart.com/london-belly-women-bodycon-maroon-midi-calf-length-dress/p/itmb4477aa4ed6b7
Women Ruffled Black Maxi/Full Length Dress,Oomph,Maxi,2000,492,3.9,81,https://www.flipkart.com/oomph-women-ruffled-black-maxi-full-length-dress/p/itm48b94a717cba7
Women Maxi Multicolor Full Length Dress,Glolick,Maxi,2199,361,3.6,1,https://www.flipkart.com/ozex-women-maxi-pink-full-length-dress/p/itm052430b5c3fe4
"Women Fit and Flare Orange, Brown Midi/Calf Length Dress",Clothmnet,Midi,1250,470,3.7,44,https://www.flipkart.com/clothmagnet-women-fit-flare-orange-brown-midi-calf-length-dress/p/itm4c3c54c46ea67
Women Maxi Green Full Length Dress,Demirner,Maxi,1499,500,3.7,5,https://www.flipkart.com/demirner-women-maxi-green-full-length-dress/p/itm470f7bb1748fc
Women Ethnic Dress White Knee Length Dress,Foxdx,Unknown,999,498,3.8,114,https://www.flipkart.com/foxdx-women-ethnic-dress-white-knee-length/p/itmde304d680b425
Women Skater Brown Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Unknown,2699,615,4,7,https://www.flipkart.com/tokyo-talkies-women-skater-brown-above-knee-mid-thigh-length-dress/p/itm8cd8e465eb0e3
"Women A-line Light Green, White Midi/Calf Length Dress",Max,Midi,999,799,4.1,4,https://www.flipkart.com/max-women-a-line-light-green-white-midi-calf-length-dress/p/itm8edd6b3ac0db3
Women Fit and Flare Yellow Midi/Calf Length Dress,House of common,Midi,999,367,0,0,https://www.flipkart.com/stylishthreads-women-fit-flare-yellow-midi-calf-length-dress/p/itm10e25a7727d78
Women Maxi Pink Full Length Dress,Tokyo Talkies,Maxi,1449,599,3.9,124,https://www.flipkart.com/tokyo-talkies-women-maxi-pink-full-length-dress/p/itm4dd913116b20d
Women Maxi Purple Full Length Dress,Aayu,Maxi,2599,494,4.1,897,https://www.flipkart.com/aayu-women-maxi-purple-full-length-dress/p/itm76b9bf15e875e
Women A-line Multicolor Midi/Calf Length Dress,Plus,Midi,1999,1099,4,29,https://www.flipkart.com/pluss-women-a-line-multicolor-midi-calf-length-dress/p/itm40a1ad43bca18
"Women Skater Blue, Black, Green Above Knee/Mid Thigh Length Dress",Tokyo Talkies,Unknown,2199,510,3.8,13,https://www.flipkart.com/tokyo-talkies-women-skater-blue-black-green-above-knee-mid-thigh-length-dress/p/itmc2587f3e7c9ea
Women Fit and Flare Multicolor Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Fit and Flare,2349,548,4,6,https://www.flipkart.com/tokyo-talkies-women-fit-flare-multicolor-above-knee-mid-thigh-length-dress/p/itm61dae1486f136
"Women Wrap Dark Blue, Red, White Midi/Calf Length Dress",Miss Chase,Midi,2895,999,4.1,1,https://www.flipkart.com/miss-chase-women-wrap-dark-blue-red-white-midi-calf-length-dress/p/itm1fb9be7c8620c
Women Maxi Maroon Full Length Dress,Aayu,Maxi,2599,494,4.1,897,https://www.flipkart.com/herway-women-maxi-red-full-length-dress/p/itm1981fe9f8cf63
Women Maxi Pink Midi/Calf Length Dress,Tokyo Talkies,Maxi,1749,629,4,25,https://www.flipkart.com/tokyo-talkies-women-maxi-pink-midi-calf-length-dress/p/itmfdf140d0bdc22
Women A-line Multicolor Ankle Length Dress,Zayn,A-line,1999,335,4,32,https://www.flipkart.com/zivcy-women-a-line-multicolor-maxi-full-length-dress/p/itm0ae4e1d3171e6
Women T Shirt Green Maxi/Full Length Dress,Aayu,Maxi,999,439,4.2,2458,https://www.flipkart.com/aayu-women-t-shirt-green-maxi-full-length-dress/p/itmaa324be8214ea
"Women Fit and Flare Light Blue, White Midi/Calf Length Dress",Asifarheen,Midi,1999,389,4.1,124,https://www.flipkart.com/asifarheen-women-fit-flare-light-blue-white-midi-calf-length-dress/p/itmdba0477b052f7
Women Maxi Maroon Full Length Dress,U&F,Maxi,2099,749,3.7,121,https://www.flipkart.com/u-f-women-maxi-maroon-full-length-dress/p/itmea0e1a3fafedc
Women Wrap Multicolor Midi/Calf Length Dress,Athena,Midi,2499,874,4,5,https://www.flipkart.com/athena-women-wrap-multicolor-midi-calf-length-dress/p/itm503513892272f
Women Fit and Flare Pink Midi/Calf Length Dress,Gulabi Jaipur,Midi,1499,429,0,0,https://www.flipkart.com/gujari-women-fit-flare-pink-ankle-length-dress/p/itm11525fa5b8e1b
Women Bodycon Black Midi/Calf Length Dress,London Belly,Midi,1299,392,0,0,https://www.flipkart.com/london-belly-women-bodycon-black-midi-calf-length-dress/p/itm3334f9a894f69
Women Maxi Blue Full Length Dress,Aayu,Maxi,2599,494,4.1,897,https://www.flipkart.com/aayu-women-maxi-blue-full-length-dress/p/itmf0ef5af863c22
Women Wrap Red Midi/Calf Length Dress,Berrylush Curve,Midi,2149,752,3.4,4,https://www.flipkart.com/berrylush-curve-women-wrap-red-midi-calf-length-dress/p/itmdddc6c5f03ab8
Women Maxi White Midi/Calf Length Dress,Sassafras,Maxi,1899,683,4.1,225,https://www.flipkart.com/sassafras-women-maxi-white-midi-calf-length-dress/p/itmfdzu5y8dzw5gf
"Women Pleated Red, White Midi/Calf Length Dress",Flowervelly,Midi,1499,476,4.2,16,https://www.flipkart.com/flowervelly-women-pleated-red-white-midi-calf-length-dress/p/itm87eaab8172a58
Women Skater Multicolor Above Knee/Mid Thigh Length Dress,Ketch,Unknown,2099,420,4.1,1,https://www.flipkart.com/ketch-women-skater-multicolor-above-knee-mid-thigh-length-dress/p/itm1bde35781a49c
Women Bodycon Maroon Above Knee/Mid Thigh Length Dress,Jmdenterprises,Bodycon,1499,306,3.7,7,https://www.flipkart.com/jmdenterprises-women-bodycon-maroon-above-knee-mid-thigh-length-dress/p/itm6034aa691b5b3
Women Fit and Flare Brown Midi/Calf Length Dress,Aayu,Midi,1999,467,4,111,https://www.flipkart.com/aayu-women-fit-flare-brown-midi-calf-length-dress/p/itmfd1b7dee14566
Women Fit and Flare Red Above Knee/Mid Thigh Length Dress,Zarvey,Fit and Flare,1499,495,3.8,13,https://www.flipkart.com/zarvey-women-fit-flare-red-above-knee-mid-thigh-length-dress/p/itmed7d3394838ca
Women A-line Blue Midi/Calf Length Dress,Lookshine,Midi,1999,413,0,0,https://www.flipkart.com/zwerlon-women-a-line-dark-blue-light-beige-midi-calf-length-dress/p/itm634ec29dcd4bf
"Women Fit and Flare White, Black Maxi/Full Length Dress",Honky Tonky,Maxi,1999,409,4.1,670,https://www.flipkart.com/honky-tonky-women-fit-flare-white-black-maxi-full-length-dress/p/itm4a3f5b9e6b929
Women Fit and Flare Green Midi/Calf Length Dress,Metronaut,Midi,2599,626,4.1,29,https://www.flipkart.com/metronaut-women-fit-flare-green-midi-calf-length-dress/p/itm3cbed824a0ed3
Women A-line Purple Maxi/Full Length Dress,Tokyo Talkies,Maxi,2999,563,3.7,3,https://www.flipkart.com/tokyo-talkies-women-a-line-purple-maxi-full-length-dress/p/itm55a608dfe35b2
Women Shift Red Knee Length Dress,Tokyo Talkies,Shift,949,284,3.9,7,https://www.flipkart.com/tokyo-talkies-women-shift-red-knee-length-dress/p/itmc1c0bda25be4f
Women Gathered Pink Ankle Length Dress,Irtiqa,Unknown,999,344,4.4,3,https://www.flipkart.com/irtiqa-women-gathered-pink-ankle-length-dress/p/itmb506c1f46a59d
Women Fit and Flare Purple Knee Length Dress,Cadizar,Fit and Flare,1999,674,3.9,3,https://www.flipkart.com/cadizar-women-fit-flare-purple-knee-length-dress/p/itm80dce7ad8f7c7
"Women Empire Waist Pink, White Midi/Calf Length Dress",Plus,Midi,2023,648,4.3,6,https://www.flipkart.com/pluss-women-empire-waist-pink-white-midi-calf-length-dress/p/itm06948a35dfaf3
Women Fit and Flare Dark Blue Midi/Calf Length Dress,Levifield,Midi,1299,307,3.7,70,https://www.flipkart.com/savitricreation-women-fit-flare-blue-below-knee-dress/p/itmbe009dd19277b
Women A-line Black Maxi/Full Length Dress,Metronaut,Maxi,1999,449,3.7,9,https://www.flipkart.com/metronaut-women-a-line-black-maxi-full-length-dress/p/itmee61109bd0fc9
Women Bodycon Multicolor Above Knee/Mid Thigh Length Dress,Eyebogler,Bodycon,2499,382,4,112,https://www.flipkart.com/eyebogler-women-bodycon-multicolor-above-knee-mid-thigh-length-dress/p/itmfbb7d937c1165
Women Bodycon Red Midi/Calf Length Dress,Tokyo Talkies,Midi,1799,649,3.9,2,https://www.flipkart.com/tokyo-talkies-women-bodycon-red-midi-calf-length-dress/p/itm856e391471cbf
Women Fit and Flare Black Maxi/Full Length Dress,Raiyani Enterprise,Maxi,1999,398,3,1,https://www.flipkart.com/otabu-women-gown-multicolor-maxi-full-length-dress/p/itm10577a29f5068
"Women Fit and Flare Green, Gold Midi/Calf Length Dress",Janasya,Midi,2699,899,4.1,26,https://www.flipkart.com/janasya-women-fit-flare-green-gold-midi-calf-length-dress/p/itme3caccd121798
Women Fit and Flare Black Maxi/Full Length Dress,Glamalue,Maxi,1999,495,0,0,https://www.flipkart.com/daevish-women-fit-flare-black-beige-maxi-full-length-dress/p/itmc7039f31b0d56
Women Fit and Flare Black Maxi/Full Length Dress With Mask,Rudraaksha,Maxi,1999,380,3.8,1966,https://www.flipkart.com/rudraaksha-women-fit-flare-black-maxi-full-length-dress-mask/p/itm60b9427bbefb6
Women Maxi Brown Full Length Dress With Mask,Rudraaksha,Maxi,1999,410,3.9,9511,https://www.flipkart.com/rudraaksha-women-maxi-brown-full-length-dress-mask/p/itmd805d0d6f885b
Women Maxi Purple Full Length Dress,Rudraaksha,Maxi,1999,410,3.9,9511,https://www.flipkart.com/rudraaksha-women-maxi-purple-full-length-dress/p/itm73d2486d2c3a9
"Women Fit and Flare Grey, Black, White Maxi/Full Length Dress",Honky Tonky,Maxi,1999,412,4.1,163,https://www.flipkart.com/sheetal-associates-women-fit-flare-grey-maxi-full-length-dress/p/itmd6794c4290180
Women A-line Pink Midi/Calf Length Dress,Tton Mulmul,Midi,1999,448,4.1,43,https://www.flipkart.com/cotton-mulmul-store-women-a-line-pink-midi-calf-length-dress/p/itm4dddc7d528234
Women Fit and Flare Green Below Knee Dress,Prime Mart,Fit and Flare,1199,426,3.8,135,https://www.flipkart.com/prime-mart-women-fit-flare-green-below-knee-dress/p/itmbd0e5c1670e52
Women Fit and Flare Purple Maxi/Full Length Dress,Diyaz,Maxi,2099,486,4.1,85,https://www.flipkart.com/diyaz-women-fit-flare-purple-maxi-full-length-dress/p/itm6df87d4d549fc
Women Maxi Green Full Length Dress,Aayu,Maxi,2599,494,4.1,897,https://www.flipkart.com/aayu-women-maxi-green-full-length-dress/p/itm00c7380e894c8
"Women Peplum Dark Green, Beige Knee Length Dress",Street,Unknown,2399,720,4.1,4,https://www.flipkart.com/street9-women-peplum-dark-green-beige-knee-length-dress/p/itm389dfcc8ff3dc
Women Skater Black Midi/Calf Length Dress,Tokyo Talkies,Midi,2849,732,3.8,8,https://www.flipkart.com/tokyo-talkies-women-skater-black-midi-calf-length-dress/p/itm6b79954b07fc1
Women Blouson Pink Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Unknown,2599,543,4.5,1,https://www.flipkart.com/tokyo-talkies-women-blouson-pink-above-knee-mid-thigh-length-dress/p/itm93fb903751d3e
Women Maxi Black Full Length Dress,Aayu,Maxi,2599,494,4.1,897,https://www.flipkart.com/aayu-women-maxi-black-full-length-dress/p/itm0de94ed2392c3
"Women Fit and Flare White, Pink Midi/Calf Length Dress",Aayu,Midi,1999,498,4.2,2801,https://www.flipkart.com/aayu-women-fit-flare-white-pink-midi-calf-length-dress/p/itm845f67e224623
Women Maxi Multicolor Midi/Calf Length Dress,Anuom,Maxi,2199,438,4,8,https://www.flipkart.com/anuom-women-maxi-multicolor-midi-calf-length-dress/p/itm9640c51add90c
Women Gown Green Ankle Length Dress,Vijay Garments,Gown,1499,355,3.8,93,https://www.flipkart.com/vijay-garments-women-gown-green-ankle-length-dress/p/itm34a98aba47afe
Women Maxi Purple Full Length Dress,Qena,Maxi,799,342,4.1,46,https://www.flipkart.com/jahu-mart-women-gown-purple-maxi-full-length-dress/p/itm28a09adb851b8
Women Fit and Flare Black Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Fit and Flare,2599,544,4.2,1,https://www.flipkart.com/tokyo-talkies-women-fit-flare-black-above-knee-mid-thigh-length-dress/p/itmef2d95ffc96c7
Women Fit and Flare Blue Midi/Calf Length Dress,Fabfinds,Midi,1699,398,3.7,2,https://www.flipkart.com/onesree-women-fit-flare-blue-midi-calf-length-dress/p/itm373da5ae9b2e9
Women Fit and Flare Pink Maxi/Full Length Dress,Deewa,Maxi,2495,839,4.2,17,https://www.flipkart.com/deewa-women-fit-flare-pink-maxi-full-length-dress/p/itm88ab21dc13ca6
Women Fit and Flare Green Maxi/Full Length Dress,Malia Fashion,Maxi,2000,486,4,5,https://www.flipkart.com/malia-fashion-women-fit-flare-green-maxi-full-length-dress/p/itm86f4fee32a683
Women A-line White Midi/Calf Length Dress,Kashishiya,Midi,1999,485,4,5,https://www.flipkart.com/kashishiya-women-a-line-white-midi-calf-length-dress/p/itm1d639336f49b1
Women Gown Orange Maxi/Full Length Dress,Pristyle,Maxi,2999,423,3.8,3,https://www.flipkart.com/pristyle-women-gown-pink-maxi-full-length-dress/p/itm360771cf8863d
"Women Fit and Flare Blue, White Above Knee/Mid Thigh Length Dress",Hardik Fab,Fit and Flare,999,339,3.5,11,https://www.flipkart.com/ruhiifashion-women-fit-flare-blue-white-above-knee-mid-thigh-length-dress/p/itm9054b776121ff
Women High Low Maroon Midi/Calf Length Dress,Sassafras,Midi,1699,509,4.1,607,https://www.flipkart.com/sassafras-women-high-low-maroon-midi-calf-length-dress/p/itm79c88a59e2344
Women Fit and Flare Green Midi/Calf Length Dress,Tokyo Talkies,Midi,2549,819,4.1,1,https://www.flipkart.com/tokyo-talkies-women-fit-flare-green-midi-calf-length-dress/p/itm7e6b3a1179205
"Women Fit and Flare Blue, White Midi/Calf Length Dress",Asfebrics,Midi,1999,288,4,13,https://www.flipkart.com/asfebrics-women-fit-flare-blue-white-midi-calf-length-dress/p/itm9c808efc55986
Women Skater Pink Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Unknown,1549,371,4.4,11,https://www.flipkart.com/tokyo-talkies-women-skater-pink-above-knee-mid-thigh-length-dress/p/itm6e12bd5587bc0
Women Kaftan Yellow Midi/Calf Length Dress,Maaesa,Midi,1999,695,4,97,https://www.flipkart.com/maaesa-women-kaftan-yellow-midi-calf-length-dress/p/itm60a8cda691126
